Concertation,Débat,Contribution collective,Nombre de participants,user-id,Age,Quartier,Contenu
"Assises pour la ville 2016","2. La qualité de vie à Nanterre  (en termes d’espaces publics, de proximité, de vivre ensemble, de convivialité…) change-elle ?","Contributions récoltées par la direction de l'action culturelle dans les lieux culturels de la ville","53","56ec41888b36510a51ad4488",,,"Construire une ville, plus belle, plus festive, plus animée, pour moi c'est  : (par thèmes)

Propreté						

•	Moins de déchets 						
•	 Avoir une ville propre						
•	 Des parcs propres						
•	 Moins de pollution						
						
Tranquillité 		
				
•	La paix						
•	 Plus de liberté						
•	 Plus de présence policière à Pablo Picasso						
•	Plus de respect des règles et des autres						
• 	Plus de sécurité						
• 	Des Travaux moins bruyants						
•	 Moins de travaux le matin tôt						
• 	Déplacer les sans-abris dans un centre						
						
Social		
				
•	Une meilleure prise en charge du handicap						
•	 S'occuper des pauvres						
•	Déplacer les sans-abris dans un centre							
• 	Des tarifs moins élevés					
						
Affirmer la présence de la Seine dans l'identité de la ville de Nanterre 	
		
•	Ouvrir une ligne de bus/bateau sur la Seine pour faire rejoindre les quartiers (exemple Petit Nanterre/Chemin de l'ile)						
•  Avoir une base nautique						
•	Créer un musée des bateaux dans l'ancienne zone industrielle Chemin de l'ile		
•	Créer un lieu de pêche						
Plus de verdure et de forêts à Nanterre - Faune et Flore		
			
•	Créer un Parc animalier,						
•	Construire une serre géante avec des fleurs exotiques dans le parc des anciennes mairies	
•	 Plus d'espaces verts						
•	Plus de fleurs						
•	 Plus de vaches!						
•	Construire des nids et refuges pour les oiseaux						
•	 Moins d'immeubles			
													
Le centre-ville de Nanterre		
				
•	Ouvrir plus de commerces dans le centre-ville,						
•	Organiser plus de concerts l’été dans le centre-ville,	
•	Améliorer la signalétique dans le centre : ce qu’on peut y trouver (plan commerçant)
•	Rendre la place Gabriel Péri entièrement piétonne	
•	Passer à un centre piéton 
•	Diversifier l'offre de commerces dans le centre, avec plus de magasins variés, moins d'opticiens et de banques.	
•	Valoriser le centre comme un village à échelle humaine 
										
Animations et fêtes décalées dans la ville 	
					
•	Faire du Pavillon du docteur Pierre une maison hantée pour Halloween,			
•	Organiser un véritable carnaval dans toute la ville et élire le meilleur char de quartier 	
•	Plus de fêtes 
•	Organiser des fêtes des habitants sur les toits, des concerts sur les toits (fanfares…)			
				
Opinions récurrentes	
					
•	Laisser Nanterre tel qu'elle est !  			
•	Ville très animée						
•	I love Nanterre						
•	Ne rien faire : Nanterre est bien comme elle est						
•	J'aime la Maison de la Musique						
•	Nanterre est une ville joyeuse, bruyante, polluée, organisée

						
Voirie 		
				
•	Des pistes cyclables						
•	 Plus de places de stationnement						
• 	Moins de places de stationnement dans le centre-ville					
•	Moins de circulation automobile
•	 Un vrai centre piéton
• 	Des places, du mobilier urbain, des animations sur l’espace public

Faire de la hauteur des tours un point fort de la ville 	
					
•	« Roof top » aux tours Aillaud,						
•	Avoir des lieux d’exposition sur les toits gérés par les habitants"
"Assises pour la ville 2016","2. La qualité de vie à Nanterre  (en termes d’espaces publics, de proximité, de vivre ensemble, de convivialité…) change-elle ?","Une habitante des champs pierreux nous laisse sa contribution",,"56ec41888b36510a51ad4488",,,"Pour que Nanterre demeure une ville pour tous, quels seraient selon vous les 3 décisions à prendre ?

"" Améliorer le bien être de tous, relever les infractions, empêcher le stationnement sauvage et gênant.""

Exprimez-vous librement sur le Nanterre qui change 

""Depuis 25 ans que j'habite à Nanterre, j'ai eu beaucoup de changements au niveau infrastructures, immeubles d'habitation, d ebureaux, au détriment des petits commerces de proximité qui se développent pas du tout, voir même disparaissent. J'attends avec impatience de voir le nouveau centre commercial des Fontenelles."""
"Assises pour la ville 2016","2. La qualité de vie à Nanterre  (en termes d’espaces publics, de proximité, de vivre ensemble, de convivialité…) change-elle ?","Salon urbain de proximité avec l'association Sangs Mêlés et mission de quartier La Boule Champs pierreux du 7 avril 2016","55","56ec41888b36510a51ad4488",,,"Nous avons installé un petit coin sympa et accueillant, avec de quoi prendre un coup à boire et grignoter, s’assoir, discuter, écrire, exposer paroles des habitants. Au sol, à la craie, des mots, des questions… Plus de 55 personnes se sont arrêtées et ont discutées, parfois longuement, certaines pour répondre au questionnaire ville, d’autres en conversation plus informelle mais sur la thématique de la ville et du quartier de la Boule en transformation. Globalement, les passants, habitants ou pas, sont agréablement surpris et heureux de cette initiative et salue les assises.
Comme sans doute ailleurs, nous croisons toute sorte de personnes, des jeunes, des familles, des enfants, des étudiant-es, des personnes arrivées en France depuis peu ou depuis plus longtemps, des natifs, toutes sortes de profil sociologiques aussi, et beaucoup de cultures et de milieux sociaux représentés.

Les conversations sont loin d’être anecdotiques et à part quelques demandes ou critiques, avis très précis (avoir des créneaux pour femmes à la piscine municipale, que le mini bus termine plus tard son service, moins pour le Basket à Nanterre, retrouver des médecins et pharmacie qui désertent certaines quartier (Félix Faure – Boule – Chenevreux).
Pour 3 personnes : Nanterre ne bouge pas assez pour les jeunes, pas assez d’animations ou concerts en plein air…Pas assez d’associations qui s’occupent des jeunes adultes à la sortie de l’école, parfois sans diplôme etc…Pas assez pour les jeunes aux « Pablo », ça craint !
Le problème de l’insécurité pour les femmes dans les espaces publiques a été évoqué (Chemin de l’Ile).
Pour beaucoup, Nanterre fait énormément pour les enfants. Et en général, que ce soit pour els petits ou les grands, tout est moins cher à Nanterre. Nanterre est une ville bien desservie, avec de chouettes commerces, et surtout sur les quartiers réaménagés.

De l’extérieur, pour celles ou ceux qui travaillent à Nanterre, la ville a vraiment changé de visage, et forcément de réputation.

Quand le quartier se transforme, c’est d’abord très chaotique, bruyant, bouleversant et douloureux, mais souvent, à suivre, c’est vraiment beaucoup mieux !

Quand nous discutons avec des personnes issues de cultures différentes (à 1, 2, ou 3 génération), toutes et tous disent que tout le monde se sent bien accueilli à Nanterre, et que c’est une vraie réussite de mixité sociale et culturelle.
Ca compte beaucoup pour énormément d’habitants.

Nous avons également rencontré au moins une dizaine d’étudiant-es : tous sont heureux d’habiter cette ville et/ou d’y étudier. Surtout depuis le réaménagement du quartier Université.

Sur la Boule précisément, ça n’est pas un « vrai quartier » pour les gens…C’est un passage, le lieu des voitures, ça ne ressemble à rien. C’est moche.
On sent que ça bouge, il était temps, il faut très vite tout transformer, y installer un parc, des lieux extérieurs avec bancs pour se rencontrer et pour les enfants, des associations et commerces de proximité.

Quand les personnes rencontrées ont des remarques et/ou critiques, elles touchent à la « nature » sociologique et sociale de Nanterre, « Nanterre va devenir un autre 16ème arrondissement »
« Assez du béton, pensez espaces verts ! », « Aller plus souvent à la rencontre des personnes dans la rue, de cette façon », « Ne pas attendre un événement du type Assises pour écouter, co-réfléchir, faire marcher la démocratie directe » / Attention à l’effet « INJONCTION DEMOCRATIQUE »."
"Assises pour la ville 2016","2. La qualité de vie à Nanterre  (en termes d’espaces publics, de proximité, de vivre ensemble, de convivialité…) change-elle ?","parents et habitants du quartier sainte genevieve",,"571366acc023d07a1d1b8c55","40-44 ans","Vieux-Pont / Sainte Geneviève","Monsieur Le Maire
Nous, habitants, parents et enfants du nouveau quartier Sainte-Geneviève, demandons au maire de NANTERRE, l’installation d’une zone de jeux pour enfants sur le terrain du 28 avenue de Rueil. en effet, des dizaines d'enfants jouent sur la route, devant les habitations, dans les aires de jeux 0-6 ans car ils ne bénéficient actuellement d'aucune infrastructure adaptés à leur âge. Espaces de détente, de rencontre, de socialisation, les aires de jeux participent à l'éveil et au bon développement de nos enfants. Une aire de jeux est donc vitale pour notre quartier qui continue de se développer. 
Cela fait plus de 10 ans que nous vivons dans ce quartier avec nos 4 enfants et nous n'avons aucun espace vert et jeux.
J'espère que notre demande retiendra toute votre attention car cette requête n'est pas nouvelle. Développer notre quartier avec des familles, un nouveau groupe scolaire sans espace vert est dommageable ."
"Assises pour la ville 2016","2. La qualité de vie à Nanterre  (en termes d’espaces publics, de proximité, de vivre ensemble, de convivialité…) change-elle ?","Contributions récoltées par l'équipe des Assises le 31 mars 2016 dans le quartier du parc place d'Alger","58","56ec41888b36510a51ad4488",,,"L'équipe des Assises demande aux habitants :""Comment trouvez-vous que Nanterre change ?"" et ""Quels changements souhaitez-vous pour demain pour vous et votre ville ?"" et ""selon vous quelles sont les actions prioritaires que la ville doit mener ?""

- ""Il  n'y a aucune sécurité à Nanterre, il faut changer l'organisation des logements sociaux, plsu de sécurité pour les piétions, ne plus laisser les 2 roues circuler sur les pistes cyclables.""
- ""Nanterre change de pire en pire. Pas possible de cheminer la nuit, squatteurs dans les halls. Les jeunes fument dans les caves, les poubelles sont jetées par la fenêtre ou dans les halls. Il faut plus de mixité, Nanterre a toujours mauvaise réputation, mais l'insécurité aujourd'hui est trop pesante, vol de sac, de portable, agressions...Eliminer la délinquance.""
- ""Faire appel au service hygiène pour ne plus avoir les rats et les cafards. Il faut plus de parkings et un espace sport.""
- ""Les changements à Nanterre sont plutôt positifs, j'aimerai que la tramway passe à Nanterre que l'insécurité soit résolue ainsi que l'incivilité des rivareains.""
- ""Nanterre change assez vite, elle ne retarde pas ses chantiers, la population a beaucoup augmenté. la jeunesse a changé en moins. Il faut qu'elle continue ses projets: HLM, stade, commerces, marchés. Il serait bien de construire des équipements pour les jeunes et s'occuper d'eux.""
- ""Aucun changement, insécurité et problèmes de stationnement""
- ""il faut plus de commerces, plus d'habitations et des logements""
- ""Nanterre n'a pas changé, niveau infrastructures Nanterre est bien desservie. il faut en priorité régler les problèmes d'incivilité et de délinquance.""
- ""Nanterre n'a pas changé pour moi, je suis habitante depuis 1995, beaucoup de trafic, il faut protéger les enfants du quartier.""
- ""Il faudrait plus d'aires de jeu pour les enfants, les transports sont trop longs (159), trop de nuisances surtout l'été.""
- ""une politique qui vire à la droite. Le sloyers sont chers, la taxe d'habitation a augmenté. Trop de parcmètres. Les gares sont bien, il y a de la mixité sociale et culturelle mais pas assez de médecins spécialistes, les rdv sont trop longs. Le spriorités : qu'il y ait plus de plus de propreté, de sécurité. Permettre l'accès à l'emploi, faire en sorte qye les entreprises nanterriennes embauchent des Nanterriens, avoir plsu de bus. Actions prioriataires: emploi, sécurité, vraie politique de gauche, être à l'écoute du citoyen, que le spromesses soient respectées."""
"Assises pour la ville 2016","2. La qualité de vie à Nanterre  (en termes d’espaces publics, de proximité, de vivre ensemble, de convivialité…) change-elle ?","",,"571543d1c023d07a1d1b8c60","35-39 ans","Vieux-Pont / Sainte Geneviève","Nous, habitants, parents et enfants du nouveau quartier Sainte-Geneviève, demandons au maire de NANTERRE, l’installation d’une zone de jeux pour enfants sur le terrain du 28 avenue de Rueil. en effet, des dizaines d'enfants jouent sur la route, devant les habitations, dans les aires de jeux 0-6 ans car ils ne bénéficient actuellement d'aucune infrastructure adaptés à leur âge. Espaces de détente, de rencontre, de socialisation, les aires de jeux participent à l'éveil et au bon développement de nos enfants. Une aire de jeux est donc vitale pour notre quartier qui continue de se développer. 
D'une manière générale, le nombre d'espaces verts est insuffisant compte tenu de la densité du quartier (qui va encore s’accroître avec la construction des logements sur la place de la Boule). Il aurait par exemple été plus judicieux d'ouvrir le square Chanzy à l'ensemble des habitants, quotidiennement, plutôt que d'en faire un espace réservé très ponctuellement au centre de loisirs."
"Assises pour la ville 2016","2. La qualité de vie à Nanterre  (en termes d’espaces publics, de proximité, de vivre ensemble, de convivialité…) change-elle ?","Contributions récoltées par l'équipe des Assises le 31 mars 2016 dans le quartier du parc place d'Alger","58","56ec41888b36510a51ad4488",,,"L'équipe des Assises demande aux habitants :""Comment trouvez-vous que Nanterre change ?"" et ""Quels changements souhaitez-vous pour demain pour vous et votre ville ?"" et ""selon vous quelles sont les actions prioritaires que la ville doit mener ?""

- ""Nanterre se démolit, trop de rodéos. Je souhaite que l'on s'occupe des jeunes, trop de deals. La priorité: que le Maire fasse son travail, un effort en tant que Président de l'EPAD.""
- ""Délais très longs pour avoir un logement, plus qu'avant. Bonne évolution sur la religion (ex 2 mosquées), la ville est ouverte aux religions. Les parents s'occupentd e leurs enfants. il faudrait faire un effort sur l'emploi et la formation des jeunes. Avoir plsud e sécurité, avoir une police municipale, créer des emplois jeunes pour lé sécurité.""
- ""trop de constructions, pas d'espaces verts, plus du tout de sécurité. Créer une police.""
- "" Plus de routes, les trottoirs sont un peu aménagés, refaire les façades de certains immeubles qui ont trop vieillis. Il faut de l'meploi pour les jeunes et les séniors. Créer des lieux pour que les gens puissent se retrouver pour échanger des idées.""
- ""nanterre change lentement mais sûrement de manière plutôt positive. L'arrivée d'un hypermarché serait un vrai plus. Il faut  régler le sproblèmes de sécurité, plus de transports en commun et plus de pistes cyclables.""
- "" on demande de la sécurité !""
- ""Avoir plus de parkings, après 20h il n'y a plus de places. Améliorer la voierie devant el carrefour Market""
- "" L'environnement et le cadre n'encouragent pas sur Pablo Picasso, il faut accélérer les projets. les priorités sont l'éducation et la sécurité.""
- ""Détruire la zone Pablo et tout reconstruire. La ville doit mettre l'accent sur la sécurité surtout pour les enfants.""
- ""La circulation et le stationnement sur l'avenue Picasso doivent être améliorées, il faudrait qu'il y ait moins de trafic de drogue. Eradiquer tout cela."""
"Assises pour la ville 2016","2. La qualité de vie à Nanterre  (en termes d’espaces publics, de proximité, de vivre ensemble, de convivialité…) change-elle ?","Contributions récoltées par l'équipe des Assises le 31 mars 2016 dans le quartier du parc place d'Alger","58","56ec41888b36510a51ad4488",,,"L'équipe des Assises demande aux habitants :""Comment trouvez-vous que Nanterre change ?"" et ""Quels changements souhaitez-vous pour demain pour vous et votre ville ?"" et ""selon vous quelles sont les actions prioritaires que la ville doit mener ?""

- ""Je souhaite plus de sécurité car beaucoup de voitures sont cassées. La Ville doit s'occuper de faire passer plus de camions-poubelles dans certaines rues. Mettre le point plus sur l'éducation.""
- ""Nanterre change de manière lente, il faudrait plus de verdure. Il faut faire accéder les habitants de Nanterre à l'accession aidée à la propriété. La priorité c'est le sjeunes et massivement de 6 à 17 ans.""
- ""Je pense que Nanterre change positivement et on leur encourage d'évoluer dans le sens du changement social. Il faut renforcer la sécurité de toutes et de tous. Il faut discuter avec les jeunes pour former des futurs responsables dignes de ce nom. Les priorités sont la sécurité, l'emploi de sjeunes, le dialogue social avec les jeunes du quartier et promouvoir leurs talents et compétences.""
- ""Améliorer l'entretien des terrains sportifs.""
- ""Respect du quota des habitations HLM. Que les Nanterriens puissent plus souvent rencontrer leurs élus dans les quartiers et non pas seulement avant les élections. Les priorités: sécurité et prévention routière, médiation jeunesse.""
- ""Trop de constructions, pas assez de mixité sociale. Ecoles et surtout collèges en baisse. trop de délinquance. Il faudrait plus de sécurité et remonter le niveau des collèges. Arrêter les constructions. Les priorités: mieux accompagner les jeunes, police municipale.""
- ""En général l'évolution est positive, Je souhaite pour moi et ma ville avoir des élus avec de vraies valeurs nanterriennes. L'insécurité est trop forte, la mairie a trop ghettoïsé le quartier Pablo.""
- ""Je ne vois pas de changement. Il faudrait qu'il y ait plus d'associations. plsu d'écoute pour les familles: ville, écoles, institutions en général.""
- ""La ville ne change pas en bien. Pas de terrain de foot. La ville ne s'occupe pas bien des habitants. Il ya des problèmes de sécurité, les élus ne sont pas présents sur le quartier. Il fuat refaire le centre commerciel des fontenelles. Avoir plus de sécurité faite par les habitants du quartier, avoir un local pour les jeunes et que les habitants se retrouvent (télé, baby foot). Il faut créer des emplois (gilets jaunes).""
 
 
- """
"Assises pour la ville 2016","2. La qualité de vie à Nanterre  (en termes d’espaces publics, de proximité, de vivre ensemble, de convivialité…) change-elle ?","Contributions récoltées par l'équipe des Assises le 31 mars 2016 dans le quartier du parc place d'Alger","58","56ec41888b36510a51ad4488",,,"L'équipe des Assises demande aux habitants :""Comment trouvez-vous que Nanterre change ?"" et ""Quels changements souhaitez-vous pour demain pour vous et votre ville ?"" et ""selon vous quelles sont les actions prioritaires que la ville doit mener ?""

- ""Depuis 1 an sur le quartier cela n'a pas changé, mais je sais que ça va changer. Le centr commercial doit changer car il n'est pas accueillant, pas propre. et il faut plus de bus 159.""
- ""La ville commence à chnager dans le bon sens. La maquette présentée est plaisante pour le quartier. Dans d'autres quartiers ça a déjà changé. Il faudrait plsu de verdure pour mettre de la communication entre les voisins. La priorité c'est une priose en charge pour les jeunes, plus de sorties, de voyages, insister sur l'éducation  et plsu de considération envers les jeunes.""
- ""La population nanterrienne chnage de par les nouvelles constructions et les nouveaux quartiers de plus en plus chers au m². Il faudrait pouvoir donner son avis aux projets de la ville, que la ville devienne accessible à la propriété pour les bas salaires. Plus de mixité dans les quartiers. La priorité : consulter et faire participer les habitants, redonner une politique d'insertion des jeunes en difficulté. mettre en place une police municipale.""
- ""Nanterre évolue bien, ne pas trop densifier. Continuer comme ça, c'est positif. Continuer à développer la culture.""
- ""Les équipements de la ville c'est positif. il faudrait des actions sur l'environnement comme la collecte des déchets.""
- ""Changements positifs avec amélioration du cadre de vie qui améliorent la qualité de vie, mais la sécurité semble oubliée et elle conditionne la qualité de vie. Il faudrait davantage de sécurité sur l'espace public, parfois c'est une véritable discothèque à ciel ouvert, sans que personne ne fasse rien, aucune présence policière. il faudrait des caméras de jour comme de nuit pour éviter les nuisances."""
"Assises pour la ville 2016","2. La qualité de vie à Nanterre  (en termes d’espaces publics, de proximité, de vivre ensemble, de convivialité…) change-elle ?","Accueil des nouveaux habitants au Petit Nanterre le 2 avril 2016","50","56ec41888b36510a51ad4488",,,"Comment améliorer votre qualité de vie  ?

- Respecter les personnes
- Rencontrer les habitants actuels et échanger avec eux
- « Cassure » entre les anciens et nouveaux habitants ressentie : il ne faut pas que les anciens habitants pensent que les nouveaux viennent envahir leur quartier.
- Manque de commerces de proximité et d’aires de jeux.

Pourquoi avoir emmagé au Petit Nanterre ?
- Coût des loyers, coût de l’accession des logements.
- Proximité du travail
- Proximité du tramway T2
- Volonté d’habiter sur le quartier, attachement à Nanterre

Les principaux atouts du Petit Nanterre  ?
- Transports
- Université
- Proximité de la Défense
- Il y a tout sur le quartier ou à proximité

Les principaux défauts ?
- Manque de crèches
- Manque d’aires de jeux
- Délinquance / deal / passage de police / véhicules à moteur sur les trottoirs
- Pas de cinéma
- Présence de SDF
- Pas assez d’activités culturelles pour les enfants / annexe conservatoire
- Salle de sports

Quelles initiatives favoriseraient le vivre-ensemble, le lien entre habitants d’un même quartier ?
- se dire bonjour, sourire
- respecter les personnes que l’on rencontre, les voisins
- accès à l’emploi
- organiser des moments de convivialité ensemble (événements : ex. barbecue / gastronomie, sportif, culturel…)
- fête des voisins, fête des quartiers
- le lien social avec les voisins, connaître tous ses voisins
- échange de pratiques et de savoirs

Avez-vous envie de vous investir dans la vie de votre quartier ? Comment ? Dans quels domaines ?
- Aider les séniors"
"Assises pour la ville 2016","2. La qualité de vie à Nanterre  (en termes d’espaces publics, de proximité, de vivre ensemble, de convivialité…) change-elle ?","Contributions récoltées par l'équipe des Assises le 31 mars 2016 dans le quartier du parc place d'Alger","58","56ec41888b36510a51ad4488",,,"L'équipe des Assises demande aux habitants :""Comment trouvez-vous que Nanterre change ?"" et ""Quels changements souhaitez-vous pour demain pour vous et votre ville ?"" et ""selon vous quelles sont les actions prioritaires que la ville doit mener ?""

- ""Nanterre stagne, au niveau de la prise en charge des jeunes, mais elle évolue dans les constructions. Mon souhait serait qu'il y ait plus de centres culturels, permettre l'apprentissage des langues, permettre aux jeunes d'être pris en charge dès la primaire. Les priorités : Traiter les problèmes de sécurité, insister sur l'éducation pour rendre plus heureux les enfants et les jeunes. FAvoriser la formation pour les jeunes de Nanterre.""
- ""Nanterre évolue dans le bon sens, il y a plus d'écoute particulièrement sur al sécurité. Il faudrait moins de concentration par catégorie sociale, plus de mixité. La priorité : la sécurité pour les piétons, plus de places d eparking, plus de prévention de la tranquillité publique à la sortie des collèges. Le stationnemeent avenue PAblo est à réglementer avec le dialogue.""
- ""La ville change doucement, il reste beaucoup trop de cités, de tours, de grands ensembles. ça a évolué par rapport à l'époque des bidonvilles. Mais les pistes cyclables ne servent à rien. Il faudrait plus d'espaces verts, avoir des rues piétonnes sur l'ensemble de la ville et dans tous les quartiers. Beaucoup de choses pour les jeunes seraient souhaitables. Priorité : le logement, plus de HLM, plus de mixité sociale et culturelle, éviter les ghettos.""
- "" Dégradation des lieux dans certains quartiers, il faudrait plus d'immeubles colorés et de respect des lieux. La circulation est complexe avenue Pablo, donc il faudrait plus de moyens pour changer cette avenue. LA ville s'implique énormément mais les habitants doivent suivre el mouvement.""
 - ""il faudrait plus de parcs et plus de boutiques avenue Pablo Picasso et plus de sécurité pour les habitants""
- ""Nanterre est une ville magnifique, ""j'aime Nanterre"". Il faudrait plus de médecins ou un centre médical avenue Pablo Picasso. La poste est toujours fermée ! il faudrait plus de passage de bus, plus d'emplois pour les jeunes, plus d'associations à créer au niveau Picasso et conserver l'hôpital de Nanterre.""
- ""Stationnements difficiles. Mon fils handicapé a des difficultés à se déplacer sur l'avenue car les voitures se garent sur al piste cyclable ou les passages piètons. Il faudrait plus de sécurité car trop de délinquance, de trafic. il n'y a plus de respect.""
- ""Trop de constructions, trop de béton, trop de parcmètres, cela ne correspond plus à l'esprit de la ville. Il faudrait plus d'esoaces verts. la priorité c'est plus d'aménagements publics dans les quartiers.""
- ""Nanterre est en pleine mutation, mais elle essaye de garder sa valuer de ville populaire. Il faudrait une meilleure connexion avec Paris via des modes doux. Diminuer le transit et continuer ma mutation mixte. La priorité c'est la rénovation de l'ancien, redynamiser l'iamge de la ville via le JSF, Arena et le théâtre. MIs en place d'une logostique urbaine."""
"Assises pour la ville 2016","2. La qualité de vie à Nanterre  (en termes d’espaces publics, de proximité, de vivre ensemble, de convivialité…) change-elle ?","Contributions récoltées par la direction de l'action culturelle dans les lieux culturels de la ville","50","56ec41888b36510a51ad4488",,,"L'équipe des Assises demande aux habitants :""Comment trouvez-vous que Nanterre change ?"" et ""Quels changements souhaitez-vous pour demain pour vous et votre ville ?"" et ""selon vous quelles sont les actions prioritaires que la ville doit mener ?""

- ""Il y a plus de changements niveau urbanisme donc c'est agréable. Il faudrait construire plus de crèches. Mettre en place plus de sécurité et construire plus de parkings. Il faut plus de bus aussi.""
- ""Il y a plus de constructions cependant au niveau du centre ville il y a trop de banques, coiffeurs ou autres et pas assez de diversité dans les boutiques. PLus de respect au niveau du stationnement et la politesse dans les halls seraient souhaitables. le priorité: la sécurité dans tous les quartiers.""
- ""Nanterre change sauf le quartier du parc. Il faudrait plus de stationnements fratuits, d'emplois, de démocratie et plus d'agents de tranquillité publique. LA sécurité routière avenir Picasso est la priorité (contrôle flash).""
- ""Nanterre change plutôt en bien. Il faudrait plus d'espaces verts et la priorité c'est l'emploi de sjeunes.""
- ""Les changements sont moyennement positifs, il faudrait plus de choses pour les jeunes et réduire le temps d'attente des logements sociaux. les priorités sont le travail et le logement.""
- ""Beaucoup de travaux, les rues, les immeubles, les commerces. Le contact avec les responsables devrait être plus facile. Il faudrait de nouveaux logements et nettoyer le quartier des mauvaises graines qui trainnent partout dans le slieux publics . la priorité c'est nettoyer le quartier, la police doit faire son travail, elle ne rentre pas dans le centre commercial"".
- ""Nanterre change en bien. Il faudrait que la ville reste paisible. La priorité c'est que la ville fasse plus pour les jeunes et soient pris en charge.""
- ""Nanterre, ne change pas en bien. Nous sommes envahis par les rats dans le quartier parc sud ainsi que par les corbeaux. Nanterre a évolué de manière positive dans les transports. Je souhaite le calme dans le quartier parc sud, la sécurité, par exemple au centre commercial est plein de dealers. En priorité c'est la sécurité et ensuite la propreté.""
- ""Beaucoup de constructions neuves, pas assez de réhabilitation. Problème de stationnement parc sud. Le parking de la rue des Rosiers est dans un état lamentable. Des véhicules sont incendiés régulièrement. la priorité c'est la sécurité au parc sud.""
- ""En mal, déclassement du parc sud. Il faudrait un nouveau centre commercial, des commerces, la sécurité et toutes les nationalités confondues. La priorité c'est la sécurité et la discussion."""
"Assises pour la ville 2016","2. La qualité de vie à Nanterre  (en termes d’espaces publics, de proximité, de vivre ensemble, de convivialité…) change-elle ?","Contributions récoltées par l'équipe des Assises le 31 mars 2016 dans le quartier du parc place d'Alger","58","56ec41888b36510a51ad4488",,,"Les questions : ""Pour que Nanterre demeure une ville pour tous, quelles seraient selon vous les 3 décisions à prendre ?"", ""Exprimez-vous librement sur le Nanterre qui change.""

- "" Davantage de caméras et une police municipale. faire davantage d'espaces verts, car la ville st trop minérale. Agrandir la piscine, faire payer les non nanterriens plus cher et une offre intermédiaire entre la pataugoire et la bassin olympique""
- ""Festival culturel, relations jeunes séniors. trop peu de choses sur la plateau Mont Valérien.""
- ""Plus de commodités sur Nanterre""
- ""Plus de mixité dans les logements sociaux et éviter de regrouper le spersonnes de même nationalté ou origine. insister sur l'éducation civique des enfants et développer une police municipale. Nanterre est une ville où il fait bon vivre de par ses nombreux atouts, mais c'est gâché par des faits divers : drogue, inciviltés, agessivité. De plus le prix du m² a fortement augmenté.""
- ""Loyers encadrés, diversité des évènements, mixité""
- ""Amél iorer les quartiers en difficultés, encadrer les prix des loyers, continuer la politique sportive. Le développement de la ville fait peu à peu predre son âme et ses valeurs.""
 - ""La rénovation du quartier du parc sud est urgente car beaucoup de personnes s'en vont.""
- ""Vidéo surveillance pour régler le sproblèmes de drogue dans le quartier du parc sud.""
- ""Je ne comprends pas pourquoi les fêtes sont supprimées""
- ""Inciter les jeunes à faire du sport et els aider à accéder à l'emploi""
- ""Il y a beaucoup  de relâchement côté sécurité, ils squattent le shalls, le centre commercial et quand c'est fermé ils cassent pour y entrer""
- ""Faire participer et motiver tout le monde par les décisions municipales. Donner le droit de vote aux immigrés pour les municipales""
- ""Il n'y a pas assez de moments d'échanges comme les Assises. Se battre tous ensemble élus et habitants contre la baisse des dotations. Les élus doivent être plus à l'écoute.""
- ""La mixité est benrichissante pour les enfants, valeur à conserver""
- ""Pouvoir accéder et se déplacer plus facilement. Le maire doit faire quelque chose pour le parking rue de l'Arlequin.""
- ""plus de sécurité sinon on déménage""
- ""plus d'emplois et de mixité""
- ""Remplacer les garnds ensemble par des petites résidences plus conviviales. J'ai toujours aimé cette ville, j'y suis née. Je l'ai à coeur, je ne la quitterai jamais.""
- ""Dialoguer plus avec les mamans, plus d'actions pour les familles. Faire participer la population.""
- ""C'est une ville qui a beaucoup évolué mais il faudrait plus d'argent pour gérer tous ces problèmes."""
"Assises pour la ville 2016","2. La qualité de vie à Nanterre  (en termes d’espaces publics, de proximité, de vivre ensemble, de convivialité…) change-elle ?","",,"56d96facd71853100066df2b","40-44 ans","Centre","Sarah 9 ans : ""Il y a trop de panneaux publicitaires. On a des parcs mais moi j'aimerai qu'on rajoute un grand parc où vraiment on aurait plus de places encore et plus de jeux amusants. Ce serait bien plus de logements pour les personnes qui ont besoin. Aussi qu'il y ait plus de plans pour se guider dans Nanterre."""
